1 1 98 3
1 1 0.000 1.000 2.000 2.020 2.040 2.060 2.080 2.100 2.120 2.140 2.160 2.180 2.200 2.220 2.240 2.260 2.280 2.300 2.320 2.340 2.360 2.380 2.400 2.420 2.440 2.460 2.480 2.500 2.520 2.540 2.560 2.580 2.600 2.620 2.640 2.660 2.680 2.700 2.720 2.740 2.760 2.780 2.800 2.820 2.840 2.860 2.880 2.900 2.920 2.940 2.960 2.980 3.000 4.000 5.000 6.000 7.000 8.000 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 27.500 30.000 32.500 35.000 37.500 40.000 42.500 45.000 47.500 50.000 55.000 60.000 65.000 70.000 75.000 80.000 85.000 90.000 95.000 100.000 105.000 110.000 115.000 120.000 
1 1 1 1e-30 10
1 1 2 1e-30 10
1 1 3 0.5 10
1 1 4 0.5 10
1 1 5 0.5 10
1 1 6 0.5 10
1 1 7 0.5 10
1 1 8 0.5 10
1 1 9 0.5 10
1 1 10 0.5 10
1 1 11 0.5 10
1 1 12 0.5 10
1 1 13 0.5 10
1 1 14 0.5 10
1 1 15 0.5 10
1 1 16 0.5 10
1 1 17 0.5 10
1 1 18 0.5 10
1 1 19 0.5 10
1 1 20 0.5 10
1 1 21 0.5 10
1 1 22 0.5 10
1 1 23 0.5 10
1 1 24 0.5 10
1 1 25 0.5 10
1 1 26 0.5 10
1 1 27 0.5 10
1 1 28 0.5 10
1 1 29 0.5 10
1 1 30 0.5 10
1 1 31 0.5 10
1 1 32 0.5 10
1 1 33 0.5 10
1 1 34 0.5 10
1 1 35 0.5 10
1 1 36 0.5 10
1 1 37 0.5 10
1 1 38 0.5 10
1 1 39 0.5 10
1 1 40 0.5 10
1 1 41 0.5 10
1 1 42 0.5 10
1 1 43 0.5 10
1 1 44 0.5 10
1 1 45 0.5 10
1 1 46 0.5 10
1 1 47 0.5 10
1 1 48 0.5 10
1 1 49 0.5 10
1 1 50 0.5 10
1 1 51 0.5 10
1 1 52 0.5 10
1 1 53 1e-30 10
1 1 54 1e-30 10
1 1 55 1e-30 10
1 1 56 1e-30 10
1 1 57 1e-30 10
1 1 58 1e-30 10
1 1 59 1e-30 10
1 1 60 1e-30 10
1 1 61 1e-30 10
1 1 62 1e-30 10
1 1 63 1e-30 10
1 1 64 1e-30 10
1 1 65 1e-30 10
1 1 66 1e-30 10
1 1 67 1e-30 10
1 1 68 1e-30 10
1 1 69 1e-30 10
1 1 70 1e-30 10
1 1 71 1e-30 10
1 1 72 1e-30 10
1 1 73 1e-30 10
1 1 74 1e-30 10
1 1 75 1e-30 10
1 1 76 1e-30 10
1 1 77 1e-30 10
1 1 78 1e-30 10
1 1 79 1e-30 10
1 1 80 1e-30 10
1 1 81 1e-30 10
1 1 82 1e-30 10
1 1 83 1e-30 10
1 1 84 1e-30 10
1 1 85 1e-30 10
1 1 86 1e-30 10
1 1 87 1e-30 10
1 1 88 1e-30 10
1 1 89 1e-30 10
1 1 90 1e-30 10
1 1 91 1e-30 10
1 1 92 1e-30 10
1 1 93 1e-30 10
1 1 94 1e-30 10
1 1 95 1e-30 10
1 1 96 1e-30 10
1 1 97 1e-30 10
1 1 98 1e-30 10

